source,target,book,chapter_order,scene_idx,heading_id,pov
Ishar,Jezrien,The Way of Kings,1,1,prelude,Kalak
Ishar,Kalak,The Way of Kings,1,1,prelude,Kalak
Ishar,Talenel,The Way of Kings,1,1,prelude,Kalak
Jezrien,Kalak,The Way of Kings,1,1,prelude,Kalak
Jezrien,Talenel,The Way of Kings,1,1,prelude,Kalak
Kalak,Talenel,The Way of Kings,1,1,prelude,Kalak
Dalinar,Elhokar,The Way of Kings,2,1,prologue,Szeth
Dalinar,Gavilar,The Way of Kings,2,1,prologue,Szeth
Dalinar,Jasnah,The Way of Kings,2,1,prologue,Szeth
Dalinar,Kalak,The Way of Kings,2,1,prologue,Szeth
Dalinar,Palah,The Way of Kings,2,1,prologue,Szeth
Dalinar,Sadeas,The Way of Kings,2,1,prologue,Szeth
Dalinar,Shalash,The Way of Kings,2,1,prologue,Szeth
Dalinar,Szeth,The Way of Kings,2,1,prologue,Szeth
Dalinar,Talenel,The Way of Kings,2,1,prologue,Szeth
Elhokar,Gavilar,The Way of Kings,2,1,prologue,Szeth
Elhokar,Jasnah,The Way of Kings,2,1,prologue,Szeth
Elhokar,Kalak,The Way of Kings,2,1,prologue,Szeth
Elhokar,Palah,The Way of Kings,2,1,prologue,Szeth
Elhokar,Sadeas,The Way of Kings,2,1,prologue,Szeth
Elhokar,Shalash,The Way of Kings,2,1,prologue,Szeth
Elhokar,Szeth,The Way of Kings,2,1,prologue,Szeth
Elhokar,Talenel,The Way of Kings,2,1,prologue,Szeth
Gavilar,Jasnah,The Way of Kings,2,1,prologue,Szeth
Gavilar,Kalak,The Way of Kings,2,1,prologue,Szeth
Gavilar,Palah,The Way of Kings,2,1,prologue,Szeth
Gavilar,Sadeas,The Way of Kings,2,1,prologue,Szeth
Gavilar,Shalash,The Way of Kings,2,1,prologue,Szeth
Gavilar,Szeth,The Way of Kings,2,1,prologue,Szeth
Gavilar,Talenel,The Way of Kings,2,1,prologue,Szeth
Jasnah,Kalak,The Way of Kings,2,1,prologue,Szeth
Jasnah,Palah,The Way of Kings,2,1,prologue,Szeth
Jasnah,Sadeas,The Way of Kings,2,1,prologue,Szeth
Jasnah,Shalash,The Way of Kings,2,1,prologue,Szeth
Jasnah,Szeth,The Way of Kings,2,1,prologue,Szeth
Jasnah,Talenel,The Way of Kings,2,1,prologue,Szeth
Kalak,Palah,The Way of Kings,2,1,prologue,Szeth
Kalak,Sadeas,The Way of Kings,2,1,prologue,Szeth
Kalak,Shalash,The Way of Kings,2,1,prologue,Szeth
Kalak,Szeth,The Way of Kings,2,1,prologue,Szeth
Kalak,Talenel,The Way of Kings,2,1,prologue,Szeth
Palah,Sadeas,The Way of Kings,2,1,prologue,Szeth
Palah,Shalash,The Way of Kings,2,1,prologue,Szeth
Palah,Szeth,The Way of Kings,2,1,prologue,Szeth
Palah,Talenel,The Way of Kings,2,1,prologue,Szeth
Sadeas,Shalash,The Way of Kings,2,1,prologue,Szeth
Sadeas,Szeth,The Way of Kings,2,1,prologue,Szeth
Sadeas,Talenel,The Way of Kings,2,1,prologue,Szeth
Shalash,Szeth,The Way of Kings,2,1,prologue,Szeth
Shalash,Talenel,The Way of Kings,2,1,prologue,Szeth
Szeth,Talenel,The Way of Kings,2,1,prologue,Szeth
Amaram,Cenn,The Way of Kings,4,1,chapter_1,Cenn
Amaram,Gavilar,The Way of Kings,4,1,chapter_1,Cenn
Amaram,Kaladin,The Way of Kings,4,1,chapter_1,Cenn
Amaram,Sadeas,The Way of Kings,4,1,chapter_1,Cenn
Cenn,Gavilar,The Way of Kings,4,1,chapter_1,Cenn
Cenn,Kaladin,The Way of Kings,4,1,chapter_1,Cenn
Cenn,Sadeas,The Way of Kings,4,1,chapter_1,Cenn
Gavilar,Kaladin,The Way of Kings,4,1,chapter_1,Cenn
Gavilar,Sadeas,The Way of Kings,4,1,chapter_1,Cenn
Kaladin,Sadeas,The Way of Kings,4,1,chapter_1,Cenn
Amaram,Kaladin,The Way of Kings,5,1,chapter_2,Kaladin
Amaram,Cenn,The Way of Kings,5,2,chapter_2,Kaladin
Amaram,Kaladin,The Way of Kings,5,2,chapter_2,Kaladin
Amaram,Talenel,The Way of Kings,5,2,chapter_2,Kaladin
Amaram,Tien,The Way of Kings,5,2,chapter_2,Kaladin
Cenn,Kaladin,The Way of Kings,5,2,chapter_2,Kaladin
Cenn,Talenel,The Way of Kings,5,2,chapter_2,Kaladin
Cenn,Tien,The Way of Kings,5,2,chapter_2,Kaladin
Kaladin,Talenel,The Way of Kings,5,2,chapter_2,Kaladin
Kaladin,Tien,The Way of Kings,5,2,chapter_2,Kaladin
Talenel,Tien,The Way of Kings,5,2,chapter_2,Kaladin
Jasnah,Shallan,The Way of Kings,6,1,chapter_3,Shallan
Jasnah,Valam,The Way of Kings,6,1,chapter_3,Shallan
Shallan,Valam,The Way of Kings,6,1,chapter_3,Shallan
Amaram,Kaladin,The Way of Kings,7,1,chapter_4,Kaladin
Amaram,Kaladin,The Way of Kings,7,2,chapter_4,Kaladin
Amaram,Roshone,The Way of Kings,7,2,chapter_4,Kaladin
Amaram,Tien,The Way of Kings,7,2,chapter_4,Kaladin
Kaladin,Roshone,The Way of Kings,7,2,chapter_4,Kaladin
Kaladin,Tien,The Way of Kings,7,2,chapter_4,Kaladin
Roshone,Tien,The Way of Kings,7,2,chapter_4,Kaladin
Elhokar,Jasnah,The Way of Kings,8,1,chapter_5,Shallan
Elhokar,Lhan,The Way of Kings,8,1,chapter_5,Shallan
Elhokar,Sadeas,The Way of Kings,8,1,chapter_5,Shallan
Elhokar,Shallan,The Way of Kings,8,1,chapter_5,Shallan
Elhokar,Taravangian,The Way of Kings,8,1,chapter_5,Shallan
Jasnah,Lhan,The Way of Kings,8,1,chapter_5,Shallan
Jasnah,Sadeas,The Way of Kings,8,1,chapter_5,Shallan
Jasnah,Shallan,The Way of Kings,8,1,chapter_5,Shallan
Jasnah,Taravangian,The Way of Kings,8,1,chapter_5,Shallan
Lhan,Sadeas,The Way of Kings,8,1,chapter_5,Shallan
Lhan,Shallan,The Way of Kings,8,1,chapter_5,Shallan
Lhan,Taravangian,The Way of Kings,8,1,chapter_5,Shallan
Sadeas,Shallan,The Way of Kings,8,1,chapter_5,Shallan
Sadeas,Taravangian,The Way of Kings,8,1,chapter_5,Shallan
Shallan,Taravangian,The Way of Kings,8,1,chapter_5,Shallan
Amaram,Dalinar,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Gavilar,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Gaz,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Kaladin,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Laral,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Lift,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Amaram,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Gavilar,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Gaz,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Kaladin,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Laral,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Lift,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Dalinar,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Gaz,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Kaladin,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Laral,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Lift,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Gavilar,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Kaladin,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Laral,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Lift,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Kaladin,Laral,The Way of Kings,9,1,chapter_6,Kaladin
Kaladin,Lift,The Way of Kings,9,1,chapter_6,Kaladin
Kaladin,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Kaladin,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Kaladin,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Laral,Lift,The Way of Kings,9,1,chapter_6,Kaladin
Laral,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Laral,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Laral,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Lift,Sadeas,The Way of Kings,9,1,chapter_6,Kaladin
Lift,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Lift,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Sadeas,Talenel,The Way of Kings,9,1,chapter_6,Kaladin
Sadeas,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Talenel,Tien,The Way of Kings,9,1,chapter_6,Kaladin
Gaz,Kaladin,The Way of Kings,9,2,chapter_6,Kaladin
Gaz,Sadeas,The Way of Kings,9,2,chapter_6,Kaladin
Gaz,Syl,The Way of Kings,9,2,chapter_6,Kaladin
Kaladin,Sadeas,The Way of Kings,9,2,chapter_6,Kaladin
Kaladin,Syl,The Way of Kings,9,2,chapter_6,Kaladin
Sadeas,Syl,The Way of Kings,9,2,chapter_6,Kaladin
Balat,Jasnah,The Way of Kings,10,1,chapter_7,Shallan
Balat,Kabsal,The Way of Kings,10,1,chapter_7,Shallan
Balat,Nan,The Way of Kings,10,1,chapter_7,Shallan
Balat,Shallan,The Way of Kings,10,1,chapter_7,Shallan
Jasnah,Kabsal,The Way of Kings,10,1,chapter_7,Shallan
Jasnah,Nan,The Way of Kings,10,1,chapter_7,Shallan
Jasnah,Shallan,The Way of Kings,10,1,chapter_7,Shallan
Kabsal,Nan,The Way of Kings,10,1,chapter_7,Shallan
Kabsal,Shallan,The Way of Kings,10,1,chapter_7,Shallan
Nan,Shallan,The Way of Kings,10,1,chapter_7,Shallan
Helaran,Jasnah,The Way of Kings,11,1,chapter_8,Shallan
Helaran,Kabsal,The Way of Kings,11,1,chapter_8,Shallan
Helaran,Shallan,The Way of Kings,11,1,chapter_8,Shallan
Jasnah,Kabsal,The Way of Kings,11,1,chapter_8,Shallan
Jasnah,Shallan,The Way of Kings,11,1,chapter_8,Shallan
Kabsal,Shallan,The Way of Kings,11,1,chapter_8,Shallan
Gaz,Kaladin,The Way of Kings,12,1,chapter_9,Kaladin
Gaz,Sadeas,The Way of Kings,12,1,chapter_9,Kaladin
Gaz,Syl,The Way of Kings,12,1,chapter_9,Kaladin
Kaladin,Sadeas,The Way of Kings,12,1,chapter_9,Kaladin
Kaladin,Syl,The Way of Kings,12,1,chapter_9,Kaladin
Sadeas,Syl,The Way of Kings,12,1,chapter_9,Kaladin
Cenn,Gaz,The Way of Kings,12,2,chapter_9,Kaladin
Cenn,Kaladin,The Way of Kings,12,2,chapter_9,Kaladin
Cenn,Sadeas,The Way of Kings,12,2,chapter_9,Kaladin
Cenn,Syl,The Way of Kings,12,2,chapter_9,Kaladin
Cenn,Tien,The Way of Kings,12,2,chapter_9,Kaladin
Gaz,Kaladin,The Way of Kings,12,2,chapter_9,Kaladin
Gaz,Sadeas,The Way of Kings,12,2,chapter_9,Kaladin
Gaz,Syl,The Way of Kings,12,2,chapter_9,Kaladin
Gaz,Tien,The Way of Kings,12,2,chapter_9,Kaladin
Kaladin,Sadeas,The Way of Kings,12,2,chapter_9,Kaladin
Kaladin,Syl,The Way of Kings,12,2,chapter_9,Kaladin
Kaladin,Tien,The Way of Kings,12,2,chapter_9,Kaladin
Sadeas,Syl,The Way of Kings,12,2,chapter_9,Kaladin
Sadeas,Tien,The Way of Kings,12,2,chapter_9,Kaladin
Syl,Tien,The Way of Kings,12,2,chapter_9,Kaladin
Kaladin,Sadeas,The Way of Kings,12,3,chapter_9,Kaladin
Kaladin,Tien,The Way of Kings,12,3,chapter_9,Kaladin
Sadeas,Tien,The Way of Kings,12,3,chapter_9,Kaladin
Amaram,Gavilar,The Way of Kings,13,1,chapter_10,Kaladin
Amaram,Hesina,The Way of Kings,13,1,chapter_10,Kaladin
Amaram,Kaladin,The Way of Kings,13,1,chapter_10,Kaladin
Amaram,Lirin,The Way of Kings,13,1,chapter_10,Kaladin
Amaram,Tien,The Way of Kings,13,1,chapter_10,Kaladin
Gavilar,Hesina,The Way of Kings,13,1,chapter_10,Kaladin
Gavilar,Kaladin,The Way of Kings,13,1,chapter_10,Kaladin
Gavilar,Lirin,The Way of Kings,13,1,chapter_10,Kaladin
Gavilar,Tien,The Way of Kings,13,1,chapter_10,Kaladin
Hesina,Kaladin,The Way of Kings,13,1,chapter_10,Kaladin
Hesina,Lirin,The Way of Kings,13,1,chapter_10,Kaladin
Hesina,Tien,The Way of Kings,13,1,chapter_10,Kaladin
Kaladin,Lirin,The Way of Kings,13,1,chapter_10,Kaladin
Kaladin,Tien,The Way of Kings,13,1,chapter_10,Kaladin
Lirin,Tien,The Way of Kings,13,1,chapter_10,Kaladin
Amaram,Gaz,The Way of Kings,14,1,chapter_11,Kaladin
Amaram,Kaladin,The Way of Kings,14,1,chapter_11,Kaladin
Amaram,Kalak,The Way of Kings,14,1,chapter_11,Kaladin
Amaram,Lirin,The Way of Kings,14,1,chapter_11,Kaladin
Amaram,Syl,The Way of Kings,14,1,chapter_11,Kaladin
Amaram,Teft,The Way of Kings,14,1,chapter_11,Kaladin
Amaram,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Gaz,Kaladin,The Way of Kings,14,1,chapter_11,Kaladin
Gaz,Kalak,The Way of Kings,14,1,chapter_11,Kaladin
Gaz,Lirin,The Way of Kings,14,1,chapter_11,Kaladin
Gaz,Syl,The Way of Kings,14,1,chapter_11,Kaladin
Gaz,Teft,The Way of Kings,14,1,chapter_11,Kaladin
Gaz,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Kaladin,Kalak,The Way of Kings,14,1,chapter_11,Kaladin
Kaladin,Lirin,The Way of Kings,14,1,chapter_11,Kaladin
Kaladin,Syl,The Way of Kings,14,1,chapter_11,Kaladin
Kaladin,Teft,The Way of Kings,14,1,chapter_11,Kaladin
Kaladin,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Kalak,Lirin,The Way of Kings,14,1,chapter_11,Kaladin
Kalak,Syl,The Way of Kings,14,1,chapter_11,Kaladin
Kalak,Teft,The Way of Kings,14,1,chapter_11,Kaladin
Kalak,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Lirin,Syl,The Way of Kings,14,1,chapter_11,Kaladin
Lirin,Teft,The Way of Kings,14,1,chapter_11,Kaladin
Lirin,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Syl,Teft,The Way of Kings,14,1,chapter_11,Kaladin
Syl,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Teft,Tien,The Way of Kings,14,1,chapter_11,Kaladin
Ishikk,Wit,The Way of Kings,15,1,interlude_1,Ishikk
Balat,Helaran,The Way of Kings,16,1,interlude_2,Nan Balat
Balat,Jasnah,The Way of Kings,16,1,interlude_2,Nan Balat
Balat,Jushu,The Way of Kings,16,1,interlude_2,Nan Balat
Balat,Nan,The Way of Kings,16,1,interlude_2,Nan Balat
Balat,Shallan,The Way of Kings,16,1,interlude_2,Nan Balat
Balat,Wikim,The Way of Kings,16,1,interlude_2,Nan Balat
Helaran,Jasnah,The Way of Kings,16,1,interlude_2,Nan Balat
Helaran,Jushu,The Way of Kings,16,1,interlude_2,Nan Balat
Helaran,Nan,The Way of Kings,16,1,interlude_2,Nan Balat
Helaran,Shallan,The Way of Kings,16,1,interlude_2,Nan Balat
Helaran,Wikim,The Way of Kings,16,1,interlude_2,Nan Balat
Jasnah,Jushu,The Way of Kings,16,1,interlude_2,Nan Balat
Jasnah,Nan,The Way of Kings,16,1,interlude_2,Nan Balat
Jasnah,Shallan,The Way of Kings,16,1,interlude_2,Nan Balat
Jasnah,Wikim,The Way of Kings,16,1,interlude_2,Nan Balat
Jushu,Nan,The Way of Kings,16,1,interlude_2,Nan Balat
Jushu,Shallan,The Way of Kings,16,1,interlude_2,Nan Balat
Jushu,Wikim,The Way of Kings,16,1,interlude_2,Nan Balat
Nan,Shallan,The Way of Kings,16,1,interlude_2,Nan Balat
Nan,Wikim,The Way of Kings,16,1,interlude_2,Nan Balat
Shallan,Wikim,The Way of Kings,16,1,interlude_2,Nan Balat
Gavilar,Kalak,The Way of Kings,17,1,interlude_3,Szeth
Gavilar,Szeth,The Way of Kings,17,1,interlude_3,Szeth
Kalak,Szeth,The Way of Kings,17,1,interlude_3,Szeth
Adolin,Dalinar,The Way of Kings,19,1,chapter_12,Dalinar
Adolin,Elhokar,The Way of Kings,19,1,chapter_12,Dalinar
Adolin,Renarin,The Way of Kings,19,1,chapter_12,Dalinar
Adolin,Sadeas,The Way of Kings,19,1,chapter_12,Dalinar
Adolin,Vamah,The Way of Kings,19,1,chapter_12,Dalinar
Dalinar,Elhokar,The Way of Kings,19,1,chapter_12,Dalinar
Dalinar,Renarin,The Way of Kings,19,1,chapter_12,Dalinar
Dalinar,Sadeas,The Way of Kings,19,1,chapter_12,Dalinar
Dalinar,Vamah,The Way of Kings,19,1,chapter_12,Dalinar
Elhokar,Renarin,The Way of Kings,19,1,chapter_12,Dalinar
Elhokar,Sadeas,The Way of Kings,19,1,chapter_12,Dalinar
Elhokar,Vamah,The Way of Kings,19,1,chapter_12,Dalinar
Renarin,Sadeas,The Way of Kings,19,1,chapter_12,Dalinar
Renarin,Vamah,The Way of Kings,19,1,chapter_12,Dalinar
Sadeas,Vamah,The Way of Kings,19,1,chapter_12,Dalinar
Adolin,Dalinar,The Way of Kings,19,2,chapter_12,Dalinar
Adolin,Elhokar,The Way of Kings,19,2,chapter_12,Dalinar
Adolin,Gavilar,The Way of Kings,19,2,chapter_12,Dalinar
Adolin,Rock,The Way of Kings,19,2,chapter_12,Dalinar
Adolin,Sadeas,The Way of Kings,19,2,chapter_12,Dalinar
Dalinar,Elhokar,The Way of Kings,19,2,chapter_12,Dalinar
Dalinar,Gavilar,The Way of Kings,19,2,chapter_12,Dalinar
Dalinar,Rock,The Way of Kings,19,2,chapter_12,Dalinar
Dalinar,Sadeas,The Way of Kings,19,2,chapter_12,Dalinar
Elhokar,Gavilar,The Way of Kings,19,2,chapter_12,Dalinar
Elhokar,Rock,The Way of Kings,19,2,chapter_12,Dalinar
Elhokar,Sadeas,The Way of Kings,19,2,chapter_12,Dalinar
Gavilar,Rock,The Way of Kings,19,2,chapter_12,Dalinar
Gavilar,Sadeas,The Way of Kings,19,2,chapter_12,Dalinar
Rock,Sadeas,The Way of Kings,19,2,chapter_12,Dalinar
Adolin,Bashin,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Dalinar,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Elhokar,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Gavilar,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Jasnah,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Navani,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Dalinar,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Elhokar,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Gavilar,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Jasnah,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Navani,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Bashin,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Elhokar,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Gavilar,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Jasnah,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Navani,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Dalinar,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Gavilar,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Jasnah,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Navani,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Elhokar,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Gavilar,Jasnah,The Way of Kings,19,3,chapter_12,Dalinar
Gavilar,Navani,The Way of Kings,19,3,chapter_12,Dalinar
Gavilar,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Gavilar,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Gavilar,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Gavilar,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Jasnah,Navani,The Way of Kings,19,3,chapter_12,Dalinar
Jasnah,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Jasnah,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Jasnah,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Jasnah,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Navani,Renarin,The Way of Kings,19,3,chapter_12,Dalinar
Navani,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Navani,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Navani,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Renarin,Sadeas,The Way of Kings,19,3,chapter_12,Dalinar
Renarin,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Renarin,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Sadeas,Vamah,The Way of Kings,19,3,chapter_12,Dalinar
Sadeas,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Vamah,Wit,The Way of Kings,19,3,chapter_12,Dalinar
Adolin,Dalinar,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Adolin,Elhokar,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Adolin,Gavilar,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Adolin,Renarin,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Adolin,Sadeas,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Dalinar,Elhokar,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Dalinar,Gavilar,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Dalinar,Renarin,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Dalinar,Sadeas,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Elhokar,Gavilar,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Elhokar,Renarin,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Elhokar,Sadeas,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Gavilar,Renarin,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Gavilar,Sadeas,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Renarin,Sadeas,The Way of Kings,20,1,chapter_13,Dalinar/Adolin
Adolin,Dalinar,The Way of Kings,20,2,chapter_13,Dalinar/Adolin
Adolin,Elhokar,The Way of Kings,20,2,chapter_13,Dalinar/Adolin
Adolin,Sadeas,The Way of Kings,20,2,chapter_13,Dalinar/Adolin
Dalinar,Elhokar,The Way of Kings,20,2,chapter_13,Dalinar/Adolin
Dalinar,Sadeas,The Way of Kings,20,2,chapter_13,Dalinar/Adolin
Elhokar,Sadeas,The Way of Kings,20,2,chapter_13,Dalinar/Adolin
Amaram,Gaz,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Kaladin,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Leyten,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Moash,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Rock,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Sigzil,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Amaram,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Kaladin,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Leyten,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Moash,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Rock,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Sigzil,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Gaz,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Leyten,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Moash,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Rock,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Sigzil,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Kaladin,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Leyten,Moash,The Way of Kings,21,1,chapter_14,Kaladin
Leyten,Rock,The Way of Kings,21,1,chapter_14,Kaladin
Leyten,Sigzil,The Way of Kings,21,1,chapter_14,Kaladin
Leyten,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Leyten,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Leyten,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Moash,Rock,The Way of Kings,21,1,chapter_14,Kaladin
Moash,Sigzil,The Way of Kings,21,1,chapter_14,Kaladin
Moash,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Moash,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Moash,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Rock,Sigzil,The Way of Kings,21,1,chapter_14,Kaladin
Rock,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Rock,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Rock,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Sigzil,Syl,The Way of Kings,21,1,chapter_14,Kaladin
Sigzil,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Sigzil,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Syl,Teft,The Way of Kings,21,1,chapter_14,Kaladin
Syl,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Teft,Tien,The Way of Kings,21,1,chapter_14,Kaladin
Adolin,Dalinar,The Way of Kings,22,1,chapter_15,Dalinar/Adolin
