source,target,book,chapter_order,scene_idx,heading_id,pov
Kalak,Pattern,Words of Radiance,27,1,chapter_20,Shallan
Kalak,Shallan,Words of Radiance,27,1,chapter_20,Shallan
Kalak,Vathah,Words of Radiance,27,1,chapter_20,Shallan
Pattern,Shallan,Words of Radiance,27,1,chapter_20,Shallan
Pattern,Vathah,Words of Radiance,27,1,chapter_20,Shallan
Shallan,Vathah,Words of Radiance,27,1,chapter_20,Shallan
Pattern,Shallan,Words of Radiance,28,1,chapter_21,Shallan
Pattern,Tyn,Words of Radiance,28,1,chapter_21,Shallan
Pattern,Vathah,Words of Radiance,28,1,chapter_21,Shallan
Shallan,Tyn,Words of Radiance,28,1,chapter_21,Shallan
Shallan,Vathah,Words of Radiance,28,1,chapter_21,Shallan
Tyn,Vathah,Words of Radiance,28,1,chapter_21,Shallan
Adolin,Amaram,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Bisig,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Dalinar,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Elhokar,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Kaladin,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Leyten,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Adolin,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Bisig,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Dalinar,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Elhokar,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Kaladin,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Leyten,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Amaram,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Dalinar,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Elhokar,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Kaladin,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Leyten,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Bisig,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Elhokar,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Kaladin,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Leyten,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Kaladin,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Leyten,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Elhokar,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Leyten,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Kaladin,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Lopen,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Leyten,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Mart,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Lopen,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Moash,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Mart,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Natam,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Moash,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Navani,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Natam,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Renarin,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Navani,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Renarin,Rock,Words of Radiance,29,1,chapter_22,Kaladin
Renarin,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Renarin,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Renarin,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Renarin,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Renarin,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Rock,Roion,Words of Radiance,29,1,chapter_22,Kaladin
Rock,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Rock,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Rock,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Rock,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Roion,Sadeas,Words of Radiance,29,1,chapter_22,Kaladin
Roion,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Roion,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Roion,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Sadeas,Skar,Words of Radiance,29,1,chapter_22,Kaladin
Sadeas,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Sadeas,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Skar,Syl,Words of Radiance,29,1,chapter_22,Kaladin
Skar,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Syl,Teft,Words of Radiance,29,1,chapter_22,Kaladin
Dalinar,Elhokar,Words of Radiance,30,1,chapter_23,Kaladin
Dalinar,Kaladin,Words of Radiance,30,1,chapter_23,Kaladin
Dalinar,Leyten,Words of Radiance,30,1,chapter_23,Kaladin
Dalinar,Moash,Words of Radiance,30,1,chapter_23,Kaladin
Dalinar,Navani,Words of Radiance,30,1,chapter_23,Kaladin
Dalinar,Sadeas,Words of Radiance,30,1,chapter_23,Kaladin
Dalinar,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Elhokar,Kaladin,Words of Radiance,30,1,chapter_23,Kaladin
Elhokar,Leyten,Words of Radiance,30,1,chapter_23,Kaladin
Elhokar,Moash,Words of Radiance,30,1,chapter_23,Kaladin
Elhokar,Navani,Words of Radiance,30,1,chapter_23,Kaladin
Elhokar,Sadeas,Words of Radiance,30,1,chapter_23,Kaladin
Elhokar,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Kaladin,Leyten,Words of Radiance,30,1,chapter_23,Kaladin
Kaladin,Moash,Words of Radiance,30,1,chapter_23,Kaladin
Kaladin,Navani,Words of Radiance,30,1,chapter_23,Kaladin
Kaladin,Sadeas,Words of Radiance,30,1,chapter_23,Kaladin
Kaladin,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Leyten,Moash,Words of Radiance,30,1,chapter_23,Kaladin
Leyten,Navani,Words of Radiance,30,1,chapter_23,Kaladin
Leyten,Sadeas,Words of Radiance,30,1,chapter_23,Kaladin
Leyten,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Moash,Navani,Words of Radiance,30,1,chapter_23,Kaladin
Moash,Sadeas,Words of Radiance,30,1,chapter_23,Kaladin
Moash,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Navani,Sadeas,Words of Radiance,30,1,chapter_23,Kaladin
Navani,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Sadeas,Syl,Words of Radiance,30,1,chapter_23,Kaladin
Adolin,Aladar,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Bethab,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Dalinar,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Gaz,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Hatham,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Jasnah,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Navani,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Bethab,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Dalinar,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Gaz,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Hatham,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Jasnah,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Navani,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Aladar,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Dalinar,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Gaz,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Hatham,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Jasnah,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Navani,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Bethab,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Gaz,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Hatham,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Jasnah,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Navani,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Dalinar,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Hatham,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Jasnah,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Navani,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Gaz,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Jasnah,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Navani,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Hatham,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Navani,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Jasnah,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Navani,Pattern,Words of Radiance,31,1,chapter_24,Shallan
Navani,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Navani,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Navani,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Navani,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Navani,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Navani,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Navani,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Sadeas,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Pattern,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Sadeas,Sebarial,Words of Radiance,31,1,chapter_24,Shallan
Sadeas,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Sadeas,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Sadeas,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Sadeas,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Sadeas,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Sebarial,Shallan,Words of Radiance,31,1,chapter_24,Shallan
Sebarial,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Sebarial,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Sebarial,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Sebarial,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Shallan,Thanadal,Words of Radiance,31,1,chapter_24,Shallan
Shallan,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Shallan,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Shallan,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Thanadal,Tyn,Words of Radiance,31,1,chapter_24,Shallan
Thanadal,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Thanadal,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Tyn,Vamah,Words of Radiance,31,1,chapter_24,Shallan
Tyn,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Vamah,Vathah,Words of Radiance,31,1,chapter_24,Shallan
Adolin,Amaram,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Dalinar,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Kaladin,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Moash,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Natam,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Renarin,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Dalinar,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Kaladin,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Moash,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Natam,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Renarin,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Amaram,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Dalinar,Kaladin,Words of Radiance,32,1,chapter_25,Kaladin
Dalinar,Moash,Words of Radiance,32,1,chapter_25,Kaladin
Dalinar,Natam,Words of Radiance,32,1,chapter_25,Kaladin
Dalinar,Renarin,Words of Radiance,32,1,chapter_25,Kaladin
Dalinar,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Dalinar,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Kaladin,Moash,Words of Radiance,32,1,chapter_25,Kaladin
Kaladin,Natam,Words of Radiance,32,1,chapter_25,Kaladin
Kaladin,Renarin,Words of Radiance,32,1,chapter_25,Kaladin
Kaladin,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Kaladin,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Moash,Natam,Words of Radiance,32,1,chapter_25,Kaladin
Moash,Renarin,Words of Radiance,32,1,chapter_25,Kaladin
Moash,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Moash,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Natam,Renarin,Words of Radiance,32,1,chapter_25,Kaladin
Natam,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Natam,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Renarin,Syl,Words of Radiance,32,1,chapter_25,Kaladin
Renarin,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Syl,Zahel,Words of Radiance,32,1,chapter_25,Kaladin
Adolin,Dalinar,Words of Radiance,33,1,chapter_26,Adolin
Adolin,Jakamav,Words of Radiance,33,1,chapter_26,Adolin
Adolin,Renarin,Words of Radiance,33,1,chapter_26,Adolin
Adolin,Roion,Words of Radiance,33,1,chapter_26,Adolin
Adolin,Sadeas,Words of Radiance,33,1,chapter_26,Adolin
Dalinar,Jakamav,Words of Radiance,33,1,chapter_26,Adolin
Dalinar,Renarin,Words of Radiance,33,1,chapter_26,Adolin
Dalinar,Roion,Words of Radiance,33,1,chapter_26,Adolin
Dalinar,Sadeas,Words of Radiance,33,1,chapter_26,Adolin
Jakamav,Renarin,Words of Radiance,33,1,chapter_26,Adolin
Jakamav,Roion,Words of Radiance,33,1,chapter_26,Adolin
Jakamav,Sadeas,Words of Radiance,33,1,chapter_26,Adolin
Renarin,Roion,Words of Radiance,33,1,chapter_26,Adolin
Renarin,Sadeas,Words of Radiance,33,1,chapter_26,Adolin
Roion,Sadeas,Words of Radiance,33,1,chapter_26,Adolin
Adolin,Jakamav,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Jasnah,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Navani,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Renarin,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Roion,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Ruthar,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
Adolin,Zahel,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Jasnah,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Navani,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Renarin,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Roion,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Ruthar,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
Jakamav,Zahel,Words of Radiance,33,2,chapter_26,Adolin
Jasnah,Navani,Words of Radiance,33,2,chapter_26,Adolin
Jasnah,Renarin,Words of Radiance,33,2,chapter_26,Adolin
Jasnah,Roion,Words of Radiance,33,2,chapter_26,Adolin
Jasnah,Ruthar,Words of Radiance,33,2,chapter_26,Adolin
Jasnah,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
Jasnah,Zahel,Words of Radiance,33,2,chapter_26,Adolin
Navani,Renarin,Words of Radiance,33,2,chapter_26,Adolin
Navani,Roion,Words of Radiance,33,2,chapter_26,Adolin
Navani,Ruthar,Words of Radiance,33,2,chapter_26,Adolin
Navani,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
Navani,Zahel,Words of Radiance,33,2,chapter_26,Adolin
Renarin,Roion,Words of Radiance,33,2,chapter_26,Adolin
Renarin,Ruthar,Words of Radiance,33,2,chapter_26,Adolin
Renarin,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
Renarin,Zahel,Words of Radiance,33,2,chapter_26,Adolin
Roion,Ruthar,Words of Radiance,33,2,chapter_26,Adolin
Roion,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
Roion,Zahel,Words of Radiance,33,2,chapter_26,Adolin
Ruthar,Sadeas,Words of Radiance,33,2,chapter_26,Adolin
