source,target,book,weight
Renarin,Rock,Words of Radiance,11
Renarin,Roion,The Way of Kings,5
Renarin,Roion,Words of Radiance,7
Renarin,Roshone,Words of Radiance,2
Renarin,Ruthar,The Way of Kings,1
Renarin,Ruthar,Words of Radiance,5
Renarin,Sadeas,The Way of Kings,22
Renarin,Sadeas,Words of Radiance,21
Renarin,Sebarial,Words of Radiance,6
Renarin,Shalash,Words of Radiance,1
Renarin,Shallan,Words of Radiance,22
Renarin,Sigzil,Words of Radiance,4
Renarin,Skar,Words of Radiance,7
Renarin,Syl,Words of Radiance,14
Renarin,Szeth,Words of Radiance,2
Renarin,Talenel,The Way of Kings,1
Renarin,Tarah,Words of Radiance,1
Renarin,Taravangian,Words of Radiance,1
Renarin,Teft,Words of Radiance,11
Renarin,Teleb,The Way of Kings,3
Renarin,Teleb,Words of Radiance,3
Renarin,Thanadal,The Way of Kings,3
Renarin,Thanadal,Words of Radiance,2
Renarin,Tien,Words of Radiance,3
Renarin,Tyn,Words of Radiance,2
Renarin,Vamah,The Way of Kings,4
Renarin,Vathah,Words of Radiance,1
Renarin,Wit,The Way of Kings,5
Renarin,Wit,Words of Radiance,3
Renarin,Yake,Words of Radiance,1
Renarin,Yenev,Words of Radiance,1
Renarin,Zahel,Words of Radiance,11
Rock,Roion,Words of Radiance,4
Rock,Roshone,The Way of Kings,2
Rock,Roshone,Words of Radiance,2
Rock,Ruthar,Words of Radiance,1
Rock,Sadeas,The Way of Kings,31
Rock,Sadeas,Words of Radiance,18
Rock,Sebarial,Words of Radiance,1
Rock,Shallan,Words of Radiance,9
Rock,Sigzil,The Way of Kings,15
Rock,Sigzil,Words of Radiance,12
Rock,Skar,The Way of Kings,21
Rock,Skar,Words of Radiance,9
Rock,Syl,The Way of Kings,28
Rock,Syl,Words of Radiance,17
Rock,Szeth,Words of Radiance,1
Rock,Talenel,Words of Radiance,2
Rock,Tarah,The Way of Kings,2
Rock,Tarah,Words of Radiance,1
Rock,Teft,The Way of Kings,35
Rock,Teft,Words of Radiance,17
Rock,Teleb,Words of Radiance,2
Rock,Thanadal,Words of Radiance,1
Rock,Tien,The Way of Kings,12
Rock,Tien,Words of Radiance,4
Rock,Tyn,Words of Radiance,1
Rock,Vathah,Words of Radiance,1
Rock,Wit,The Way of Kings,2
Rock,Yake,The Way of Kings,5
Rock,Zahel,Words of Radiance,6
Roion,Ruthar,Words of Radiance,3
Roion,Sadeas,The Way of Kings,6
Roion,Sadeas,Words of Radiance,13
Roion,Sebarial,Words of Radiance,10
Roion,Shallan,Words of Radiance,12
Roion,Skar,Words of Radiance,5
Roion,Syl,Words of Radiance,2
Roion,Szeth,Words of Radiance,4
Roion,Talenel,Words of Radiance,1
Roion,Teft,Words of Radiance,2
Roion,Teleb,The Way of Kings,1
Roion,Teleb,Words of Radiance,5
Roion,Thanadal,The Way of Kings,1
Roion,Thanadal,Words of Radiance,1
Roion,Tyn,Words of Radiance,1
Roion,Vamah,The Way of Kings,1
Roion,Vamah,Words of Radiance,1
Roion,Vathah,Words of Radiance,2
Roion,Wit,The Way of Kings,2
Roion,Yenev,Words of Radiance,1
Roion,Zahel,Words of Radiance,1
Roshone,Sadeas,The Way of Kings,7
Roshone,Sadeas,Words of Radiance,5
Roshone,Sebarial,Words of Radiance,1
Roshone,Shallan,Words of Radiance,3
Roshone,Sigzil,The Way of Kings,1
Roshone,Sigzil,Words of Radiance,1
Roshone,Skar,The Way of Kings,1
Roshone,Syl,The Way of Kings,2
Roshone,Syl,Words of Radiance,5
Roshone,Szeth,The Way of Kings,1
Roshone,Tarah,Words of Radiance,2
Roshone,Teft,The Way of Kings,2
Roshone,Teft,Words of Radiance,3
Roshone,Thanadal,Words of Radiance,1
Roshone,Tien,The Way of Kings,9
Roshone,Tien,Words of Radiance,3
Roshone,Wit,Words of Radiance,1
Roshone,Yake,Words of Radiance,1
Roshone,Zahel,Words of Radiance,2
Ruthar,Sadeas,The Way of Kings,1
Ruthar,Sadeas,Words of Radiance,11
Ruthar,Sebarial,Words of Radiance,3
Ruthar,Shallan,Words of Radiance,6
Ruthar,Sigzil,Words of Radiance,1
Ruthar,Syl,Words of Radiance,2
Ruthar,Talenel,Words of Radiance,1
Ruthar,Teft,Words of Radiance,1
Ruthar,Thanadal,Words of Radiance,3
Ruthar,Tyn,Words of Radiance,2
Ruthar,Vamah,Words of Radiance,2
Ruthar,Vathah,Words of Radiance,2
Ruthar,Wit,Words of Radiance,1
Ruthar,Yenev,Words of Radiance,1
Ruthar,Zahel,Words of Radiance,2
Sadeas,Sebarial,Words of Radiance,16
Sadeas,Shalash,The Way of Kings,1
Sadeas,Shallan,The Way of Kings,1
Sadeas,Shallan,Words of Radiance,27
Sadeas,Sigzil,The Way of Kings,13
Sadeas,Sigzil,Words of Radiance,13
Sadeas,Skar,The Way of Kings,19
Sadeas,Skar,Words of Radiance,8
Sadeas,Syl,The Way of Kings,30
Sadeas,Syl,Words of Radiance,26
Sadeas,Szeth,The Way of Kings,1
Sadeas,Szeth,Words of Radiance,1
Sadeas,Talenel,The Way of Kings,3
Sadeas,Talenel,Words of Radiance,4
Sadeas,Tarah,The Way of Kings,2
Sadeas,Tarah,Words of Radiance,2
Sadeas,Taravangian,The Way of Kings,1
Sadeas,Taravangian,Words of Radiance,1
Sadeas,Teft,The Way of Kings,30
Sadeas,Teft,Words of Radiance,18
Sadeas,Teleb,The Way of Kings,6
Sadeas,Teleb,Words of Radiance,2
Sadeas,Thanadal,The Way of Kings,5
Sadeas,Thanadal,Words of Radiance,6
Sadeas,Tien,The Way of Kings,21
Sadeas,Tien,Words of Radiance,7
Sadeas,Tyn,Words of Radiance,6
Sadeas,Valam,Words of Radiance,2
Sadeas,Vamah,The Way of Kings,6
Sadeas,Vamah,Words of Radiance,3
Sadeas,Vathah,Words of Radiance,5
Sadeas,Wit,The Way of Kings,10
Sadeas,Wit,Words of Radiance,8
Sadeas,Yake,The Way of Kings,5
Sadeas,Yake,Words of Radiance,1
Sadeas,Yenev,Words of Radiance,3
Sadeas,Zahel,Words of Radiance,10
Sebarial,Shallan,Words of Radiance,25
Sebarial,Sigzil,Words of Radiance,2
Sebarial,Skar,Words of Radiance,1
Sebarial,Syl,Words of Radiance,3
Sebarial,Talenel,Words of Radiance,1
Sebarial,Teft,Words of Radiance,2
Sebarial,Teleb,Words of Radiance,2
Sebarial,Thanadal,Words of Radiance,1
Sebarial,Tyn,Words of Radiance,8
Sebarial,Vamah,Words of Radiance,2
Sebarial,Vathah,Words of Radiance,7
Sebarial,Wit,Words of Radiance,3
Sebarial,Yake,Words of Radiance,1
Sebarial,Yenev,Words of Radiance,2
Sebarial,Zahel,Words of Radiance,2
Shalash,Shallan,Words of Radiance,1
Shalash,Szeth,The Way of Kings,1
Shalash,Talenel,The Way of Kings,1
Shalash,Tyn,Words of Radiance,1
Shalash,Vathah,Words of Radiance,1
Shallan,Sigzil,Words of Radiance,2
Shallan,Skar,Words of Radiance,5
Shallan,Syl,Words of Radiance,13
Shallan,Szeth,Words of Radiance,3
Shallan,Talenel,The Way of Kings,1
Shallan,Talenel,Words of Radiance,2
Shallan,Tarah,Words of Radiance,2
Shallan,Taravangian,The Way of Kings,5
Shallan,Taravangian,Words of Radiance,1
Shallan,Teft,Words of Radiance,7
Shallan,Teleb,Words of Radiance,4
Shallan,Thanadal,Words of Radiance,5
Shallan,Tien,Words of Radiance,3
Shallan,Tyn,Words of Radiance,18
Shallan,Valam,The Way of Kings,1
Shallan,Valam,Words of Radiance,4
Shallan,Vamah,Words of Radiance,3
Shallan,Vathah,Words of Radiance,15
Shallan,Wikim,The Way of Kings,3
Shallan,Wikim,Words of Radiance,6
Shallan,Wit,The Way of Kings,1
Shallan,Wit,Words of Radiance,4
Shallan,Yake,Words of Radiance,1
Shallan,Yenev,Words of Radiance,2
Shallan,Zahel,Words of Radiance,4
Sigzil,Skar,The Way of Kings,11
Sigzil,Skar,Words of Radiance,7
Sigzil,Syl,The Way of Kings,12
Sigzil,Syl,Words of Radiance,14
Sigzil,Szeth,Words of Radiance,1
Sigzil,Talenel,Words of Radiance,1
Sigzil,Tarah,The Way of Kings,2
Sigzil,Teft,The Way of Kings,14
Sigzil,Teft,Words of Radiance,13
Sigzil,Tien,The Way of Kings,5
Sigzil,Tien,Words of Radiance,1
Sigzil,Wit,The Way of Kings,2
Sigzil,Wit,Words of Radiance,2
Sigzil,Yake,The Way of Kings,3
Sigzil,Yenev,Words of Radiance,1
Sigzil,Zahel,Words of Radiance,3
Skar,Syl,The Way of Kings,16
Skar,Syl,Words of Radiance,9
Skar,Szeth,Words of Radiance,2
Skar,Tarah,The Way of Kings,2
Skar,Teft,The Way of Kings,22
Skar,Teft,Words of Radiance,9
Skar,Teleb,Words of Radiance,2
Skar,Tien,The Way of Kings,6
Skar,Tien,Words of Radiance,1
Skar,Vathah,Words of Radiance,1
Skar,Wit,The Way of Kings,1
Skar,Wit,Words of Radiance,1
Skar,Yake,The Way of Kings,4
Skar,Zahel,Words of Radiance,3
Syl,Szeth,Words of Radiance,8
Syl,Tarah,The Way of Kings,2
Syl,Tarah,Words of Radiance,2
Syl,Teft,The Way of Kings,29
Syl,Teft,Words of Radiance,18
Syl,Thanadal,Words of Radiance,1
Syl,Tien,The Way of Kings,15
Syl,Tien,Words of Radiance,9
Syl,Wit,The Way of Kings,2
Syl,Wit,Words of Radiance,4
Syl,Yake,The Way of Kings,5
Syl,Yake,Words of Radiance,1
Syl,Yenev,Words of Radiance,1
Syl,Zahel,Words of Radiance,10
Szeth,Talenel,The Way of Kings,1
Szeth,Taravangian,The Way of Kings,1
Szeth,Taravangian,Words of Radiance,2
Szeth,Teft,Words of Radiance,2
Szeth,Tien,The Way of Kings,1
Szeth,Valam,Words of Radiance,1
Szeth,Zahel,Words of Radiance,1
Talenel,Teft,Words of Radiance,1
Talenel,Teleb,Words of Radiance,1
Talenel,Tien,The Way of Kings,2
Talenel,Vedel,Words of Radiance,1
Talenel,Wit,The Way of Kings,2
Talenel,Wit,Words of Radiance,1
Tarah,Teft,The Way of Kings,2
Tarah,Teft,Words of Radiance,1
Tarah,Thanadal,Words of Radiance,1
Tarah,Tien,The Way of Kings,2
Tarah,Tien,Words of Radiance,1
Tarah,Wit,The Way of Kings,1
Tarah,Yake,The Way of Kings,1
Tarah,Zahel,Words of Radiance,1
Taravangian,Valam,Words of Radiance,1
Taravangian,Wit,The Way of Kings,1
Teft,Thanadal,Words of Radiance,1
Teft,Tien,The Way of Kings,13
Teft,Tien,Words of Radiance,4
Teft,Wit,The Way of Kings,2
Teft,Wit,Words of Radiance,1
Teft,Yake,The Way of Kings,5
Teft,Yake,Words of Radiance,1
Teft,Yenev,Words of Radiance,1
Teft,Zahel,Words of Radiance,7
Teleb,Thanadal,The Way of Kings,2
Teleb,Vathah,Words of Radiance,1
Thanadal,Tyn,Words of Radiance,2
Thanadal,Vamah,The Way of Kings,2
Thanadal,Vamah,Words of Radiance,2
Thanadal,Vathah,Words of Radiance,2
Thanadal,Wit,The Way of Kings,2
Thanadal,Wit,Words of Radiance,1
Thanadal,Zahel,Words of Radiance,1
Tien,Wit,The Way of Kings,1
Tien,Wit,Words of Radiance,2
Tien,Yake,The Way of Kings,4
Tien,Zahel,Words of Radiance,3
Tyn,Valam,Words of Radiance,2
Tyn,Vamah,Words of Radiance,2
Tyn,Vathah,Words of Radiance,9
Tyn,Wit,Words of Radiance,1
Valam,Vathah,Words of Radiance,1
Valam,Wikim,Words of Radiance,2
Vamah,Vathah,Words of Radiance,2
Vamah,Wit,The Way of Kings,5
Vamah,Wit,Words of Radiance,1
Vedel,Wit,Words of Radiance,1
Wit,Yake,The Way of Kings,1
Wit,Yenev,Words of Radiance,1
Wit,Zahel,Words of Radiance,2
Yake,Zahel,Words of Radiance,1
Yenev,Zahel,Words of Radiance,1
